damping,step,time,joint_name,limit_side,overshoot_rad
0.001,2904,5.808,joint2,upper,0.621713
0.001,2904,5.808,joint4,upper,3.05194
0.001,2904,5.808,joint6,lower,-0.580086
0.001,2905,5.81,joint2,upper,0.621907
0.001,2905,5.81,joint4,upper,3.05226
0.001,2905,5.81,joint6,lower,-0.580213
0.001,2906,5.812,joint2,upper,0.622099
0.001,2906,5.812,joint4,upper,3.05258
0.001,2906,5.812,joint6,lower,-0.580339
0.001,2907,5.814,joint2,upper,0.622289
0.001,2907,5.814,joint4,upper,3.05289
0.001,2907,5.814,joint6,lower,-0.580463
0.001,2908,5.816,joint2,upper,0.622477
0.001,2908,5.816,joint4,upper,3.0532
0.001,2908,5.816,joint6,lower,-0.580585
0.001,2909,5.818,joint2,upper,0.622663
0.001,2909,5.818,joint4,upper,3.05351
0.001,2909,5.818,joint6,lower,-0.580706
0.001,2910,5.82,joint2,upper,0.622847
0.001,2910,5.82,joint4,upper,3.05381
0.001,2910,5.82,joint6,lower,-0.580826
0.001,2911,5.822,joint2,upper,0.623028
0.001,2911,5.822,joint4,upper,3.05411
0.001,2911,5.822,joint6,lower,-0.580944
0.001,2912,5.824,joint2,upper,0.623208
0.001,2912,5.824,joint4,upper,3.05441
0.001,2912,5.824,joint6,lower,-0.58106
0.001,2913,5.826,joint2,upper,0.623385
0.001,2913,5.826,joint4,upper,3.0547
0.001,2913,5.826,joint6,lower,-0.581175
0.001,2914,5.828,joint2,upper,0.623561
0.001,2914,5.828,joint4,upper,3.05499
0.001,2914,5.828,joint6,lower,-0.581289
0.001,2915,5.83,joint2,upper,0.623734
0.001,2915,5.83,joint4,upper,3.05528
0.001,2915,5.83,joint6,lower,-0.581401
0.001,2916,5.832,joint2,upper,0.623906
0.001,2916,5.832,joint4,upper,3.05556
0.001,2916,5.832,joint6,lower,-0.581512
0.001,2917,5.834,joint2,upper,0.624075
0.001,2917,5.834,joint4,upper,3.05584
0.001,2917,5.834,joint6,lower,-0.581622
0.001,2918,5.836,joint2,upper,0.624243
0.001,2918,5.836,joint4,upper,3.05611
0.001,2918,5.836,joint6,lower,-0.58173
0.001,2919,5.838,joint2,upper,0.624408
0.001,2919,5.838,joint4,upper,3.05638
0.001,2919,5.838,joint6,lower,-0.581836
0.001,2920,5.84,joint2,upper,0.624575
0.001,2920,5.84,joint4,upper,3.05666
0.001,2920,5.84,joint6,lower,-0.581943
0.001,2921,5.842,joint2,upper,0.624741
0.001,2921,5.842,joint4,upper,3.05693
0.001,2921,5.842,joint6,lower,-0.582048
0.001,2922,5.844,joint2,upper,0.624904
0.001,2922,5.844,joint4,upper,3.05719
0.001,2922,5.844,joint6,lower,-0.582151
0.001,2923,5.846,joint2,upper,0.625064
0.001,2923,5.846,joint4,upper,3.05745
0.001,2923,5.846,joint6,lower,-0.582251
0.001,2924,5.848,joint2,upper,0.625221
0.001,2924,5.848,joint4,upper,3.05771
0.001,2924,5.848,joint6,lower,-0.582349
0.001,2925,5.85,joint2,upper,0.625376
0.001,2925,5.85,joint4,upper,3.05796
0.001,2925,5.85,joint6,lower,-0.582445
0.001,2926,5.852,joint2,upper,0.625527
0.001,2926,5.852,joint4,upper,3.0582
0.001,2926,5.852,joint6,lower,-0.582538
0.001,2927,5.854,joint2,upper,0.625676
0.001,2927,5.854,joint4,upper,3.05844
0.001,2927,5.854,joint6,lower,-0.582629
0.001,2928,5.856,joint2,upper,0.625821
0.001,2928,5.856,joint4,upper,3.05868
0.001,2928,5.856,joint6,lower,-0.582718
0.001,2929,5.858,joint2,upper,0.625964
0.001,2929,5.858,joint4,upper,3.05891
0.001,2929,5.858,joint6,lower,-0.582805
0.001,2930,5.86,joint2,upper,0.626104
0.001,2930,5.86,joint4,upper,3.05913
0.001,2930,5.86,joint6,lower,-0.582891
0.001,2931,5.862,joint2,upper,0.626241
0.001,2931,5.862,joint4,upper,3.05935
0.001,2931,5.862,joint6,lower,-0.582974
0.001,2932,5.864,joint2,upper,0.626376
0.001,2932,5.864,joint4,upper,3.05957
0.001,2932,5.864,joint6,lower,-0.583056
0.001,2933,5.866,joint2,upper,0.626509
0.001,2933,5.866,joint4,upper,3.05978
0.001,2933,5.866,joint6,lower,-0.583136
0.001,2934,5.868,joint2,upper,0.626639
0.001,2934,5.868,joint4,upper,3.05999
0.001,2934,5.868,joint6,lower,-0.583214
0.001,2935,5.87,joint2,upper,0.626767
0.001,2935,5.87,joint4,upper,3.06019
0.001,2935,5.87,joint6,lower,-0.583291
0.001,2936,5.872,joint2,upper,0.626893
0.001,2936,5.872,joint4,upper,3.0604
0.001,2936,5.872,joint6,lower,-0.583367
0.001,2937,5.874,joint2,upper,0.627017
0.001,2937,5.874,joint4,upper,3.06059
0.001,2937,5.874,joint6,lower,-0.583442
0.001,2938,5.876,joint2,upper,0.627138
0.001,2938,5.876,joint4,upper,3.06079
0.001,2938,5.876,joint6,lower,-0.583515
0.001,2939,5.878,joint2,upper,0.627259
0.001,2939,5.878,joint4,upper,3.06098
0.001,2939,5.878,joint6,lower,-0.583589
0.001,2940,5.88,joint2,upper,0.627379
0.001,2940,5.88,joint4,upper,3.06118
0.001,2940,5.88,joint6,lower,-0.583663
0.001,2941,5.882,joint2,upper,0.627497
0.001,2941,5.882,joint4,upper,3.06137
0.001,2941,5.882,joint6,lower,-0.583736
0.001,2942,5.884,joint2,upper,0.627613
0.001,2942,5.884,joint4,upper,3.06155
0.001,2942,5.884,joint6,lower,-0.583807
0.001,2943,5.886,joint2,upper,0.627727
0.001,2943,5.886,joint4,upper,3.06174
0.001,2943,5.886,joint6,lower,-0.583877
0.001,2944,5.888,joint2,upper,0.627838
0.001,2944,5.888,joint4,upper,3.06192
0.001,2944,5.888,joint6,lower,-0.583945
0.001,2945,5.89,joint2,upper,0.627947
0.001,2945,5.89,joint4,upper,3.06209
0.001,2945,5.89,joint6,lower,-0.584012
0.001,2946,5.892,joint2,upper,0.628054
0.001,2946,5.892,joint4,upper,3.06226
0.001,2946,5.892,joint6,lower,-0.584076
0.001,2947,5.894,joint2,upper,0.628158
0.001,2947,5.894,joint4,upper,3.06243
0.001,2947,5.894,joint6,lower,-0.584139
0.001,2948,5.896,joint2,upper,0.628259
0.001,2948,5.896,joint4,upper,3.06259
0.001,2948,5.896,joint6,lower,-0.584201
0.001,2949,5.898,joint2,upper,0.628358
0.001,2949,5.898,joint4,upper,3.06275
0.001,2949,5.898,joint6,lower,-0.584261
0.001,2950,5.9,joint2,upper,0.628457
0.001,2950,5.9,joint4,upper,3.06291
0.001,2950,5.9,joint6,lower,-0.584321
0.001,2951,5.902,joint2,upper,0.628554
0.001,2951,5.902,joint4,upper,3.06307
0.001,2951,5.902,joint6,lower,-0.584381
0.001,2952,5.904,joint2,upper,0.628648
0.001,2952,5.904,joint4,upper,3.06322
0.001,2952,5.904,joint6,lower,-0.584438
0.001,2953,5.906,joint2,upper,0.628741
0.001,2953,5.906,joint4,upper,3.06337
0.001,2953,5.906,joint6,lower,-0.584494
0.001,2954,5.908,joint2,upper,0.62883
0.001,2954,5.908,joint4,upper,3.06351
0.001,2954,5.908,joint6,lower,-0.584549
0.001,2955,5.91,joint2,upper,0.628918
0.001,2955,5.91,joint4,upper,3.06365
0.001,2955,5.91,joint6,lower,-0.584602
0.001,2956,5.912,joint2,upper,0.629003
0.001,2956,5.912,joint4,upper,3.06379
0.001,2956,5.912,joint6,lower,-0.584653
0.001,2957,5.914,joint2,upper,0.629088
0.001,2957,5.914,joint4,upper,3.06392
0.001,2957,5.914,joint6,lower,-0.584705
0.001,2958,5.916,joint2,upper,0.62917
0.001,2958,5.916,joint4,upper,3.06406
0.001,2958,5.916,joint6,lower,-0.584756
0.001,2959,5.918,joint2,upper,0.629251
0.001,2959,5.918,joint4,upper,3.06419
0.001,2959,5.918,joint6,lower,-0.584805
0.001,2960,5.92,joint2,upper,0.629329
0.001,2960,5.92,joint4,upper,3.06431
0.001,2960,5.92,joint6,lower,-0.584853
0.001,2961,5.922,joint2,upper,0.629405
0.001,2961,5.922,joint4,upper,3.06443
0.001,2961,5.922,joint6,lower,-0.584899
0.001,2962,5.924,joint2,upper,0.629478
0.001,2962,5.924,joint4,upper,3.06455
0.001,2962,5.924,joint6,lower,-0.584943
0.001,2963,5.926,joint2,upper,0.629549
0.001,2963,5.926,joint4,upper,3.06467
0.001,2963,5.926,joint6,lower,-0.584986
0.001,2964,5.928,joint2,upper,0.629618
0.001,2964,5.928,joint4,upper,3.06478
0.001,2964,5.928,joint6,lower,-0.585028
0.001,2965,5.93,joint2,upper,0.629685
0.001,2965,5.93,joint4,upper,3.06488
0.001,2965,5.93,joint6,lower,-0.585067
0.001,2966,5.932,joint2,upper,0.629749
0.001,2966,5.932,joint4,upper,3.06499
0.001,2966,5.932,joint6,lower,-0.585106
0.001,2967,5.934,joint2,upper,0.629814
0.001,2967,5.934,joint4,upper,3.06509
0.001,2967,5.934,joint6,lower,-0.585145
0.001,2968,5.936,joint2,upper,0.629876
0.001,2968,5.936,joint4,upper,3.06519
0.001,2968,5.936,joint6,lower,-0.585184
0.001,2969,5.938,joint2,upper,0.629937
0.001,2969,5.938,joint4,upper,3.06529
0.001,2969,5.938,joint6,lower,-0.585221
0.001,2970,5.94,joint2,upper,0.629995
0.001,2970,5.94,joint4,upper,3.06538
0.001,2970,5.94,joint6,lower,-0.585256
0.001,2971,5.942,joint2,upper,0.630051
0.001,2971,5.942,joint4,upper,3.06547
0.001,2971,5.942,joint6,lower,-0.58529
0.001,2972,5.944,joint2,upper,0.630105
0.001,2972,5.944,joint4,upper,3.06556
0.001,2972,5.944,joint6,lower,-0.585323
0.001,2973,5.946,joint2,upper,0.630157
0.001,2973,5.946,joint4,upper,3.06564
0.001,2973,5.946,joint6,lower,-0.585354
0.001,2974,5.948,joint2,upper,0.630207
0.001,2974,5.948,joint4,upper,3.06572
0.001,2974,5.948,joint6,lower,-0.585383
0.001,2975,5.95,joint2,upper,0.630256
0.001,2975,5.95,joint4,upper,3.0658
0.001,2975,5.95,joint6,lower,-0.585414
0.001,2976,5.952,joint2,upper,0.630304
0.001,2976,5.952,joint4,upper,3.06588
0.001,2976,5.952,joint6,lower,-0.585443
0.001,2977,5.954,joint2,upper,0.630349
0.001,2977,5.954,joint4,upper,3.06595
0.001,2977,5.954,joint6,lower,-0.585471
0.001,2978,5.956,joint2,upper,0.630392
0.001,2978,5.956,joint4,upper,3.06602
0.001,2978,5.956,joint6,lower,-0.585497
0.001,2979,5.958,joint2,upper,0.630433
0.001,2979,5.958,joint4,upper,3.06608
0.001,2979,5.958,joint6,lower,-0.585522
0.001,2980,5.96,joint2,upper,0.630472
0.001,2980,5.96,joint4,upper,3.06615
0.001,2980,5.96,joint6,lower,-0.585545
0.001,2981,5.962,joint2,upper,0.630509
0.001,2981,5.962,joint4,upper,3.0662
0.001,2981,5.962,joint6,lower,-0.585567
0.001,2982,5.964,joint2,upper,0.630543
0.001,2982,5.964,joint4,upper,3.06626
0.001,2982,5.964,joint6,lower,-0.585587
0.001,2983,5.966,joint2,upper,0.630576
0.001,2983,5.966,joint4,upper,3.06631
0.001,2983,5.966,joint6,lower,-0.585606
0.001,2984,5.968,joint2,upper,0.630608
0.001,2984,5.968,joint4,upper,3.06636
0.001,2984,5.968,joint6,lower,-0.585626
0.001,2985,5.97,joint2,upper,0.630638
0.001,2985,5.97,joint4,upper,3.06641
0.001,2985,5.97,joint6,lower,-0.585645
0.001,2986,5.972,joint2,upper,0.630666
0.001,2986,5.972,joint4,upper,3.06645
0.001,2986,5.972,joint6,lower,-0.585662
0.001,2987,5.974,joint2,upper,0.630692
0.001,2987,5.974,joint4,upper,3.0665
0.001,2987,5.974,joint6,lower,-0.585678
0.001,2988,5.976,joint2,upper,0.630716
0.001,2988,5.976,joint4,upper,3.06653
0.001,2988,5.976,joint6,lower,-0.585692
0.001,2989,5.978,joint2,upper,0.630738
0.001,2989,5.978,joint4,upper,3.06657
0.001,2989,5.978,joint6,lower,-0.585704
0.001,2990,5.98,joint2,upper,0.630758
0.001,2990,5.98,joint4,upper,3.0666
0.001,2990,5.98,joint6,lower,-0.585716
0.001,2991,5.982,joint2,upper,0.630777
0.001,2991,5.982,joint4,upper,3.06663
0.001,2991,5.982,joint6,lower,-0.585728
0.001,2992,5.984,joint2,upper,0.630794
0.001,2992,5.984,joint4,upper,3.06666
0.001,2992,5.984,joint6,lower,-0.585738
0.001,2993,5.986,joint2,upper,0.630809
0.001,2993,5.986,joint4,upper,3.06668
0.001,2993,5.986,joint6,lower,-0.585747
0.001,2994,5.988,joint2,upper,0.630822
0.001,2994,5.988,joint4,upper,3.0667
0.001,2994,5.988,joint6,lower,-0.585755
0.001,2995,5.99,joint2,upper,0.630833
0.001,2995,5.99,joint4,upper,3.06672
0.001,2995,5.99,joint6,lower,-0.585761
0.001,2996,5.992,joint2,upper,0.630841
0.001,2996,5.992,joint4,upper,3.06673
0.001,2996,5.992,joint6,lower,-0.585766
0.001,2997,5.994,joint2,upper,0.630848
0.001,2997,5.994,joint4,upper,3.06674
0.001,2997,5.994,joint6,lower,-0.585769
0.001,2998,5.996,joint2,upper,0.630853
0.001,2998,5.996,joint4,upper,3.06675
0.001,2998,5.996,joint6,lower,-0.585772
0.001,2999,5.998,joint2,upper,0.630857
0.001,2999,5.998,joint4,upper,3.06676
0.001,2999,5.998,joint6,lower,-0.585775
0.003,1860,3.72,joint4,upper,0.000730677
0.003,1861,3.722,joint4,upper,0.00182148
0.003,1862,3.724,joint4,upper,0.00291503
0.003,1863,3.726,joint4,upper,0.00401178
0.003,1864,3.728,joint4,upper,0.00511197
0.003,1865,3.73,joint4,upper,0.00621573
0.003,1866,3.732,joint4,upper,0.00732314
0.003,1867,3.734,joint4,upper,0.00843427
0.003,1868,3.736,joint4,upper,0.00954916
0.003,1869,3.738,joint4,upper,0.0106678
0.003,1870,3.74,joint4,upper,0.0117903
0.003,1871,3.742,joint4,upper,0.0129165
0.003,1872,3.744,joint4,upper,0.0140466
0.003,1873,3.746,joint4,upper,0.0151804
0.003,1874,3.748,joint4,upper,0.016318
0.003,1875,3.75,joint4,upper,0.0174593
0.003,1876,3.752,joint4,upper,0.0186045
0.003,1877,3.754,joint4,upper,0.0197533
0.003,1878,3.756,joint4,upper,0.0209059
0.003,1879,3.758,joint4,upper,0.0220622
0.003,1880,3.76,joint4,upper,0.0232223
0.003,1881,3.762,joint4,upper,0.024386
0.003,1882,3.764,joint4,upper,0.0255535
0.003,1883,3.766,joint4,upper,0.0267246
0.003,1884,3.768,joint4,upper,0.0278995
0.003,1885,3.77,joint4,upper,0.0290781
0.003,1886,3.772,joint4,upper,0.0302605
0.003,1887,3.774,joint4,upper,0.0314466
0.003,1888,3.776,joint4,upper,0.0326364
0.003,1889,3.778,joint4,upper,0.03383
0.003,1890,3.78,joint4,upper,0.0350274
0.003,1891,3.782,joint4,upper,0.0362286
0.003,1892,3.784,joint4,upper,0.0374336
0.003,1893,3.786,joint4,upper,0.0386425
0.003,1894,3.788,joint4,upper,0.0398552
0.003,1895,3.79,joint4,upper,0.0410718
0.003,1896,3.792,joint4,upper,0.0422924
0.003,1897,3.794,joint4,upper,0.0435169
0.003,1898,3.796,joint4,upper,0.0447454
0.003,1899,3.798,joint4,upper,0.0459779
0.003,1900,3.8,joint4,upper,0.0472144
0.003,1901,3.802,joint4,upper,0.048455
0.003,1902,3.804,joint4,upper,0.0496997
0.003,1903,3.806,joint4,upper,0.0509485
0.003,1904,3.808,joint4,upper,0.0522016
0.003,1905,3.81,joint4,upper,0.0534588
0.003,1906,3.812,joint4,upper,0.0547203
0.003,1907,3.814,joint4,upper,0.0559861
0.003,1908,3.816,joint4,upper,0.0572562
0.003,1909,3.818,joint4,upper,0.0585306
0.003,1910,3.82,joint4,upper,0.0598095
0.003,1911,3.822,joint4,upper,0.0610927
0.003,1912,3.824,joint4,upper,0.0623805
0.003,1913,3.826,joint4,upper,0.0636728
0.003,1914,3.828,joint4,upper,0.0649696
0.003,1915,3.83,joint4,upper,0.066271
0.003,1916,3.832,joint4,upper,0.067577
0.003,1917,3.834,joint4,upper,0.0688878
0.003,1918,3.836,joint4,upper,0.0702032
0.003,1919,3.838,joint4,upper,0.0715233
0.003,1920,3.84,joint4,upper,0.0728483
0.003,1921,3.842,joint4,upper,0.0741781
0.003,1922,3.844,joint4,upper,0.0755127
0.003,1923,3.846,joint4,upper,0.0768523
0.003,1924,3.848,joint4,upper,0.0781968
0.003,1925,3.85,joint4,upper,0.0795463
0.003,1926,3.852,joint4,upper,0.0809008
0.003,1927,3.854,joint4,upper,0.0822604
0.003,1928,3.856,joint4,upper,0.0836251
0.003,1929,3.858,joint4,upper,0.0849949
0.003,1930,3.86,joint4,upper,0.0863699
0.003,1931,3.862,joint4,upper,0.0877501
0.003,1932,3.864,joint4,upper,0.0891356
0.003,1933,3.866,joint4,upper,0.0905264
0.003,1934,3.868,joint4,upper,0.0919225
0.003,1935,3.87,joint4,upper,0.0933241
0.003,1936,3.872,joint4,upper,0.094731
0.003,1937,3.874,joint4,upper,0.0961433
0.003,1938,3.876,joint4,upper,0.0975612
0.003,1939,3.878,joint4,upper,0.0989846
0.003,1940,3.88,joint4,upper,0.100414
0.003,1941,3.882,joint4,upper,0.101848
0.003,1942,3.884,joint4,upper,0.103288
0.003,1943,3.886,joint4,upper,0.104734
0.003,1944,3.888,joint4,upper,0.106186
0.003,1945,3.89,joint4,upper,0.107643
0.003,1946,3.892,joint4,upper,0.109106
0.003,1947,3.894,joint4,upper,0.110575
0.003,1948,3.896,joint4,upper,0.11205
0.003,1949,3.898,joint4,upper,0.113531
0.003,1950,3.9,joint4,upper,0.115018
0.003,1951,3.902,joint4,upper,0.11651
0.003,1952,3.904,joint4,upper,0.118009
0.003,1953,3.906,joint4,upper,0.119514
0.003,1954,3.908,joint4,upper,0.121025
0.003,1955,3.91,joint4,upper,0.122541
0.003,1956,3.912,joint4,upper,0.124065
0.003,1957,3.914,joint4,upper,0.125594
0.003,1958,3.916,joint4,upper,0.127129
0.003,1959,3.918,joint4,upper,0.128671
0.003,1960,3.92,joint4,upper,0.130219
0.003,1961,3.922,joint4,upper,0.131774
0.003,1962,3.924,joint4,upper,0.133335
0.003,1963,3.926,joint4,upper,0.134902
0.003,1964,3.928,joint4,upper,0.136476
0.003,1965,3.93,joint4,upper,0.138056
0.003,1966,3.932,joint4,upper,0.139642
0.003,1967,3.934,joint4,upper,0.141236
0.003,1968,3.936,joint4,upper,0.142835
0.003,1969,3.938,joint4,upper,0.144442
0.003,1970,3.94,joint4,upper,0.146055
0.003,1971,3.942,joint4,upper,0.147675
0.003,1972,3.944,joint4,upper,0.149301
0.003,1973,3.946,joint4,upper,0.150935
0.003,1974,3.948,joint4,upper,0.152575
0.003,1975,3.95,joint4,upper,0.154222
0.003,1976,3.952,joint4,upper,0.155876
0.003,1977,3.954,joint4,upper,0.157536
0.003,1978,3.956,joint4,upper,0.159204
0.003,1979,3.958,joint4,upper,0.160879
0.003,1980,3.96,joint4,upper,0.162561
0.003,1981,3.962,joint4,upper,0.164249
0.003,1982,3.964,joint4,upper,0.165945
0.003,1983,3.966,joint4,upper,0.167648
0.003,1984,3.968,joint4,upper,0.169358
0.003,1985,3.97,joint4,upper,0.171076
0.003,1986,3.972,joint4,upper,0.1728
0.003,1987,3.974,joint4,upper,0.174532
0.003,1988,3.976,joint4,upper,0.176271
0.003,1989,3.978,joint4,upper,0.178018
0.003,1990,3.98,joint4,upper,0.179772
0.003,1991,3.982,joint4,upper,0.181533
0.003,1992,3.984,joint4,upper,0.183302
0.003,1993,3.986,joint4,upper,0.185078
0.003,1994,3.988,joint4,upper,0.186862
0.003,1995,3.99,joint4,upper,0.188653
0.003,1996,3.992,joint4,upper,0.190452
0.003,1997,3.994,joint4,upper,0.192258
0.003,1998,3.996,joint4,upper,0.194073
0.003,1999,3.998,joint4,upper,0.195895
0.003,2000,4.0,joint4,upper,0.197724
0.003,2001,4.002,joint4,upper,0.199562
0.003,2002,4.004,joint4,upper,0.201407
0.003,2003,4.006,joint4,upper,0.20326
0.003,2004,4.008,joint4,upper,0.205121
0.003,2005,4.01,joint4,upper,0.20699
0.003,2006,4.012,joint4,upper,0.208867
0.003,2007,4.014,joint4,upper,0.210752
0.003,2008,4.016,joint4,upper,0.212645
0.003,2009,4.018,joint4,upper,0.214546
0.003,2010,4.02,joint4,upper,0.216455
0.003,2011,4.022,joint4,upper,0.218372
0.003,2012,4.024,joint4,upper,0.220298
0.003,2013,4.026,joint4,upper,0.222232
0.003,2014,4.028,joint4,upper,0.224174
0.003,2015,4.03,joint4,upper,0.226124
0.003,2016,4.032,joint4,upper,0.228083
0.003,2017,4.034,joint4,upper,0.23005
0.003,2018,4.036,joint4,upper,0.232025
0.003,2019,4.038,joint4,upper,0.234009
0.003,2020,4.04,joint4,upper,0.236001
0.003,2021,4.042,joint4,upper,0.238002
0.003,2022,4.044,joint4,upper,0.240012
0.003,2023,4.046,joint4,upper,0.24203
0.003,2024,4.048,joint4,upper,0.244056
0.003,2025,4.05,joint4,upper,0.246092
0.003,2026,4.052,joint4,upper,0.248136
0.003,2027,4.054,joint4,upper,0.250189
0.003,2028,4.056,joint4,upper,0.252251
0.003,2029,4.058,joint4,upper,0.254321
0.003,2030,4.06,joint4,upper,0.2564
0.003,2031,4.062,joint4,upper,0.258489
0.003,2032,4.064,joint4,upper,0.260586
0.003,2033,4.066,joint4,upper,0.262692
0.003,2034,4.068,joint4,upper,0.264808
0.003,2035,4.07,joint4,upper,0.266932
0.003,2036,4.072,joint4,upper,0.269065
0.003,2037,4.074,joint4,upper,0.271208
0.003,2038,4.076,joint4,upper,0.27336
0.003,2039,4.078,joint4,upper,0.275521
0.003,2040,4.08,joint4,upper,0.277691
0.003,2041,4.082,joint4,upper,0.279871
0.003,2042,4.084,joint4,upper,0.282059
0.003,2043,4.086,joint4,upper,0.284258
0.003,2044,4.088,joint4,upper,0.286465
0.003,2045,4.09,joint4,upper,0.288682
0.003,2046,4.092,joint4,upper,0.290909
0.003,2047,4.094,joint4,upper,0.293145
0.003,2048,4.096,joint4,upper,0.295391
0.003,2049,4.098,joint4,upper,0.297646
0.003,2050,4.1,joint4,upper,0.299911
0.003,2051,4.102,joint4,upper,0.302186
0.003,2052,4.104,joint4,upper,0.30447
0.003,2053,4.106,joint4,upper,0.306764
0.003,2054,4.108,joint4,upper,0.309068
0.003,2055,4.11,joint4,upper,0.311382
0.003,2056,4.112,joint4,upper,0.313705
0.003,2057,4.114,joint4,upper,0.316039
0.003,2058,4.116,joint4,upper,0.318382
0.003,2059,4.118,joint4,upper,0.320735
0.003,2060,4.12,joint4,upper,0.323099
0.003,2061,4.122,joint4,upper,0.325472
0.003,2062,4.124,joint4,upper,0.327855
0.003,2063,4.126,joint4,upper,0.330249
0.003,2064,4.128,joint4,upper,0.332653
0.003,2065,4.13,joint4,upper,0.335067
0.003,2066,4.132,joint4,upper,0.337491
0.003,2067,4.134,joint4,upper,0.339925
0.003,2068,4.136,joint4,upper,0.34237
0.003,2069,4.138,joint4,upper,0.344825
0.003,2070,4.14,joint4,upper,0.34729
0.003,2071,4.142,joint4,upper,0.349766
0.003,2072,4.144,joint4,upper,0.352252
0.003,2073,4.146,joint4,upper,0.354749
0.003,2074,4.148,joint4,upper,0.357256
0.003,2075,4.15,joint4,upper,0.359773
0.003,2076,4.152,joint4,upper,0.362301
0.003,2077,4.154,joint4,upper,0.36484
0.003,2078,4.156,joint4,upper,0.367389
0.003,2079,4.158,joint4,upper,0.369949
0.003,2080,4.16,joint4,upper,0.37252
0.003,2081,4.162,joint4,upper,0.375101
0.003,2082,4.164,joint4,upper,0.377693
0.003,2083,4.166,joint4,upper,0.380296
0.003,2084,4.168,joint4,upper,0.38291
0.003,2085,4.17,joint4,upper,0.385534
0.003,2086,4.172,joint4,upper,0.388169
0.003,2087,4.174,joint4,upper,0.390815
0.003,2088,4.176,joint4,upper,0.393472
0.003,2089,4.178,joint4,upper,0.39614
0.003,2090,4.18,joint4,upper,0.398819
0.003,2091,4.182,joint4,upper,0.401509
0.003,2092,4.184,joint4,upper,0.404209
0.003,2093,4.186,joint4,upper,0.406921
0.003,2094,4.188,joint4,upper,0.409644
0.003,2095,4.19,joint4,upper,0.412377
0.003,2096,4.192,joint4,upper,0.415122
0.003,2097,4.194,joint4,upper,0.417878
0.003,2098,4.196,joint4,upper,0.420645
0.003,2099,4.198,joint4,upper,0.423423
0.003,2100,4.2,joint4,upper,0.426212
0.003,2101,4.202,joint4,upper,0.429012
0.003,2102,4.204,joint4,upper,0.431823
0.003,2103,4.206,joint4,upper,0.434646
0.003,2104,4.208,joint4,upper,0.43748
0.003,2105,4.21,joint4,upper,0.440324
0.003,2106,4.212,joint4,upper,0.44318
0.003,2107,4.214,joint4,upper,0.446048
0.003,2108,4.216,joint4,upper,0.448926
0.003,2109,4.218,joint4,upper,0.451816
0.003,2110,4.22,joint4,upper,0.454716
0.003,2111,4.222,joint4,upper,0.457628
0.003,2112,4.224,joint4,upper,0.460552
0.003,2113,4.226,joint4,upper,0.463486
0.003,2114,4.228,joint4,upper,0.466431
0.003,2115,4.23,joint4,upper,0.469388
0.003,2116,4.232,joint4,upper,0.472356
0.003,2117,4.234,joint4,upper,0.475335
0.003,2118,4.236,joint4,upper,0.478326
0.003,2119,4.238,joint4,upper,0.481327
0.003,2120,4.24,joint4,upper,0.48434
0.003,2121,4.242,joint4,upper,0.487363
0.003,2122,4.244,joint4,upper,0.490398
0.003,2123,4.246,joint4,upper,0.493444
0.003,2124,4.248,joint4,upper,0.496501
0.003,2125,4.25,joint4,upper,0.499569
0.003,2126,4.252,joint4,upper,0.502648
0.003,2127,4.254,joint4,upper,0.505738
0.003,2128,4.256,joint4,upper,0.508839
0.003,2129,4.258,joint4,upper,0.511952
0.003,2130,4.26,joint4,upper,0.515075
0.003,2131,4.262,joint4,upper,0.518208
0.003,2132,4.264,joint4,upper,0.521353
0.003,2133,4.266,joint4,upper,0.524509
0.003,2134,4.268,joint4,upper,0.527675
0.003,2135,4.27,joint4,upper,0.530852
0.003,2136,4.272,joint4,upper,0.53404
0.003,2137,4.274,joint4,upper,0.537238
0.003,2138,4.276,joint4,upper,0.540447
0.003,2139,4.278,joint4,upper,0.543667
0.003,2140,4.28,joint4,upper,0.546897
0.003,2141,4.282,joint4,upper,0.550138
0.003,2142,4.284,joint4,upper,0.553389
0.003,2143,4.286,joint4,upper,0.55665
0.003,2144,4.288,joint4,upper,0.559921
0.003,2145,4.29,joint4,upper,0.563203
0.003,2146,4.292,joint4,upper,0.566495
0.003,2147,4.294,joint4,upper,0.569796
0.003,2148,4.296,joint4,upper,0.573108
0.003,2149,4.298,joint4,upper,0.57643
0.003,2150,4.3,joint4,upper,0.579761
0.003,2151,4.302,joint4,upper,0.583102
0.003,2152,4.304,joint4,upper,0.586453
0.003,2153,4.306,joint4,upper,0.589813
0.003,2154,4.308,joint4,upper,0.593183
0.003,2155,4.31,joint4,upper,0.596562
0.003,2156,4.312,joint4,upper,0.59995
0.003,2157,4.314,joint4,upper,0.603347
0.003,2158,4.316,joint4,upper,0.606754
0.003,2159,4.318,joint4,upper,0.610169
0.003,2160,4.32,joint4,upper,0.613593
0.003,2161,4.322,joint4,upper,0.617026
0.003,2162,4.324,joint4,upper,0.620467
0.003,2163,4.326,joint4,upper,0.623917
0.003,2164,4.328,joint4,upper,0.627374
0.003,2165,4.33,joint4,upper,0.63084
0.003,2166,4.332,joint4,upper,0.634314
0.003,2167,4.334,joint4,upper,0.637796
0.003,2168,4.336,joint4,upper,0.641286
0.003,2169,4.338,joint4,upper,0.644783
0.003,2170,4.34,joint4,upper,0.648287
0.003,2171,4.342,joint4,upper,0.651799
